Year,Year ending,Sex,Age Group,Offence Division,Alleged Offender Incidents
2014,December,Females,10-14 years,E Justice procedures offences,73
2014,December,Females,10-14 years,F Other offences,5
2014,December,Females,15-17 years,A Crimes against the person,849
2014,December,Females,15-17 years,B Property and deception offences,"1,267"
2014,December,Females,15-17 years,C Drug offences,87
2014,December,Females,15-17 years,D Public order and security offences,121
2014,December,Females,15-17 years,E Justice procedures offences,221
2014,December,Females,15-17 years,F Other offences,15
2014,December,Females,18-19 years,A Crimes against the person,439
2014,December,Females,18-19 years,B Property and deception offences,689
2014,December,Females,18-19 years,C Drug offences,210
2014,December,Females,18-19 years,D Public order and security offences,198
2014,December,Females,18-19 years,E Justice procedures offences,200
2014,December,Females,18-19 years,F Other offences,7
2014,December,Females,20-24 years,A Crimes against the person,"1,025"
2014,December,Females,20-24 years,B Property and deception offences,"1,726"
2014,December,Females,20-24 years,C Drug offences,613
2014,December,Females,20-24 years,D Public order and security offences,531
2014,December,Females,20-24 years,E Justice procedures offences,482
2014,December,Females,20-24 years,F Other offences,2
2014,December,Females,25-29 years,A Crimes against the person,827
2014,December,Females,25-29 years,B Property and deception offences,"1,628"
2014,December,Females,25-29 years,C Drug offences,497
2014,December,Females,25-29 years,D Public order and security offences,391
2014,December,Females,25-29 years,E Justice procedures offences,494
2014,December,Females,25-29 years,F Other offences,9
2014,December,Females,30-34 years,A Crimes against the person,850
2014,December,Females,30-34 years,B Property and deception offences,"1,463"
2014,December,Females,30-34 years,C Drug offences,341
2014,December,Females,30-34 years,D Public order and security offences,382
2014,December,Females,30-34 years,E Justice procedures offences,537
2014,December,Females,30-34 years,F Other offences,9
2014,December,Females,35-39 years,A Crimes against the person,793
2014,December,Females,35-39 years,B Property and deception offences,"1,136"
2014,December,Females,35-39 years,C Drug offences,234
2014,December,Females,35-39 years,D Public order and security offences,321
2014,December,Females,35-39 years,E Justice procedures offences,450
2014,December,Females,35-39 years,F Other offences,13
2014,December,Females,40-44 years,A Crimes against the person,689
2014,December,Females,40-44 years,B Property and deception offences,947
2014,December,Females,40-44 years,C Drug offences,196
2014,December,Females,40-44 years,D Public order and security offences,355
2014,December,Females,40-44 years,E Justice procedures offences,405
2014,December,Females,40-44 years,F Other offences,14
2014,December,Females,45-49 years,A Crimes against the person,508
2014,December,Females,45-49 years,B Property and deception offences,591
2014,December,Females,45-49 years,C Drug offences,149
2014,December,Females,45-49 years,D Public order and security offences,239
2014,December,Females,45-49 years,E Justice procedures offences,278
2014,December,Females,45-49 years,F Other offences,6
2014,December,Females,50-54 years,A Crimes against the person,274
2014,December,Females,50-54 years,B Property and deception offences,416
2014,December,Females,50-54 years,C Drug offences,60
2014,December,Females,50-54 years,D Public order and security offences,135
2014,December,Females,50-54 years,E Justice procedures offences,129
2014,December,Females,50-54 years,F Other offences,8
2014,December,Females,55-59 years,A Crimes against the person,140
2014,December,Females,55-59 years,B Property and deception offences,215
2014,December,Females,55-59 years,C Drug offences,37
2014,December,Females,55-59 years,D Public order and security offences,42
2014,December,Females,55-59 years,E Justice procedures offences,52
2014,December,Females,55-59 years,F Other offences,2
2014,December,Females,60-64 years,A Crimes against the person,64
2014,December,Females,60-64 years,B Property and deception offences,142
2014,December,Females,60-64 years,C Drug offences,12
2014,December,Females,60-64 years,D Public order and security offences,28
2014,December,Females,60-64 years,E Justice procedures offences,27
2014,December,Females,60-64 years,F Other offences,2
2014,December,Females,65 years and over,A Crimes against the person,69
2014,December,Females,65 years and over,B Property and deception offences,185
2014,December,Females,65 years and over,C Drug offences,8
2014,December,Females,65 years and over,D Public order and security offences,12
2014,December,Females,65 years and over,E Justice procedures offences,33
2014,December,Females,65 years and over,F Other offences,5
2014,December,Males,10-14 years,A Crimes against the person,930
2014,December,Males,10-14 years,B Property and deception offences,"2,307"
2014,December,Males,10-14 years,C Drug offences,54
2014,December,Males,10-14 years,D Public order and security offences,161
2014,December,Males,10-14 years,E Justice procedures offences,196
2014,December,Males,10-14 years,F Other offences,46
2014,December,Males,15-17 years,A Crimes against the person,"2,436"
2014,December,Males,15-17 years,B Property and deception offences,"5,815"
2014,December,Males,15-17 years,C Drug offences,517
2014,December,Males,15-17 years,D Public order and security offences,629
2014,December,Males,15-17 years,E Justice procedures offences,678
2014,December,Males,15-17 years,F Other offences,85
2014,December,Males,18-19 years,A Crimes against the person,"1,914"
2014,December,Males,18-19 years,B Property and deception offences,"3,459"
2014,December,Males,18-19 years,C Drug offences,"1,027"
2014,December,Males,18-19 years,D Public order and security offences,"1,638"
2014,December,Males,18-19 years,E Justice procedures offences,687
2014,December,Males,18-19 years,F Other offences,23
2014,December,Males,20-24 years,A Crimes against the person,"5,238"
2014,December,Males,20-24 years,B Property and deception offences,"6,296"
2014,December,Males,20-24 years,C Drug offences,"2,638"
2014,December,Males,20-24 years,D Public order and security offences,"4,363"
2014,December,Males,20-24 years,E Justice procedures offences,"2,124"
2014,December,Males,20-24 years,F Other offences,48
2014,December,Males,25-29 years,A Crimes against the person,"4,535"
2014,December,Males,25-29 years,B Property and deception offences,"5,696"
2014,December,Males,25-29 years,C Drug offences,"1,794"
2014,December,Males,25-29 years,D Public order and security offences,"3,280"
2014,December,Males,25-29 years,E Justice procedures offences,"2,065"
2014,December,Males,25-29 years,F Other offences,39
2014,December,Males,30-34 years,A Crimes against the person,"4,128"
2014,December,Males,30-34 years,B Property and deception offences,"4,941"
2014,December,Males,30-34 years,C Drug offences,"1,380"
2014,December,Males,30-34 years,D Public order and security offences,"2,680"
2014,December,Males,30-34 years,E Justice procedures offences,"2,185"
2014,December,Males,30-34 years,F Other offences,34
2014,December,Males,35-39 years,A Crimes against the person,"3,682"
2014,December,Males,35-39 years,B Property and deception offences,"3,883"
2014,December,Males,35-39 years,C Drug offences,977
2014,December,Males,35-39 years,D Public order and security offences,"2,094"
2014,December,Males,35-39 years,E Justice procedures offences,"1,955"
2014,December,Males,35-39 years,F Other offences,41
2014,December,Males,40-44 years,A Crimes against the person,"3,366"
2014,December,Males,40-44 years,B Property and deception offences,"2,687"
2014,December,Males,40-44 years,C Drug offences,773
2014,December,Males,40-44 years,D Public order and security offences,"1,682"
2014,December,Males,40-44 years,E Justice procedures offences,"1,595"
2014,December,Males,40-44 years,F Other offences,35
2014,December,Males,45-49 years,A Crimes against the person,"2,426"
2014,December,Males,45-49 years,B Property and deception offences,"1,560"
2014,December,Males,45-49 years,C Drug offences,470
2014,December,Males,45-49 years,D Public order and security offences,"1,239"
2014,December,Males,45-49 years,E Justice procedures offences,"1,083"
2014,December,Males,45-49 years,F Other offences,26
2014,December,Males,50-54 years,A Crimes against the person,"1,386"
2014,December,Males,50-54 years,B Property and deception offences,759
2014,December,Males,50-54 years,C Drug offences,291
2014,December,Males,50-54 years,D Public order and security offences,828
2014,December,Males,50-54 years,E Justice procedures offences,530
2014,December,Males,50-54 years,F Other offences,16
2014,December,Males,55-59 years,A Crimes against the person,846
2014,December,Males,55-59 years,B Property and deception offences,392
2014,December,Males,55-59 years,C Drug offences,135
2014,December,Males,55-59 years,D Public order and security offences,390
2014,December,Males,55-59 years,E Justice procedures offences,281
2014,December,Males,55-59 years,F Other offences,17
2014,December,Males,60-64 years,A Crimes against the person,523
2014,December,Males,60-64 years,B Property and deception offences,189
2014,December,Males,60-64 years,C Drug offences,65
2014,December,Males,60-64 years,D Public order and security offences,203
2014,December,Males,60-64 years,E Justice procedures offences,154
2014,December,Males,60-64 years,F Other offences,6
2014,December,Males,65 years and over,A Crimes against the person,706
2014,December,Males,65 years and over,B Property and deception offences,269
2014,December,Males,65 years and over,C Drug offences,43
2014,December,Males,65 years and over,D Public order and security offences,187
2014,December,Males,65 years and over,E Justice procedures offences,185
2014,December,Males,65 years and over,F Other offences,13
2013,December,Females,10-14 years,A Crimes against the person,306
2013,December,Females,10-14 years,B Property and deception offences,810
2013,December,Females,10-14 years,C Drug offences,17
2013,December,Females,10-14 years,D Public order and security offences,37
2013,December,Females,10-14 years,E Justice procedures offences,38
2013,December,Females,10-14 years,F Other offences,9
2013,December,Females,15-17 years,A Crimes against the person,815
2013,December,Females,15-17 years,B Property and deception offences,"1,517"
2013,December,Females,15-17 years,C Drug offences,90
2013,December,Females,15-17 years,D Public order and security offences,103
2013,December,Females,15-17 years,E Justice procedures offences,89
2013,December,Females,15-17 years,F Other offences,13
2013,December,Females,18-19 years,A Crimes against the person,487
2013,December,Females,18-19 years,B Property and deception offences,851
2013,December,Females,18-19 years,C Drug offences,204
2013,December,Females,18-19 years,D Public order and security offences,271
2013,December,Females,18-19 years,E Justice procedures offences,128
2013,December,Females,18-19 years,F Other offences,4
2013,December,Females,20-24 years,A Crimes against the person,972
2013,December,Females,20-24 years,B Property and deception offences,"1,837"
2013,December,Females,20-24 years,C Drug offences,562
2013,December,Females,20-24 years,D Public order and security offences,577
2013,December,Females,20-24 years,E Justice procedures offences,366
2013,December,Females,20-24 years,F Other offences,17
2013,December,Females,25-29 years,A Crimes against the person,781
2013,December,Females,25-29 years,B Property and deception offences,"1,655"
2013,December,Females,25-29 years,C Drug offences,343
2013,December,Females,25-29 years,D Public order and security offences,452
2013,December,Females,25-29 years,E Justice procedures offences,360
2013,December,Females,25-29 years,F Other offences,5
2013,December,Females,30-34 years,A Crimes against the person,797
2013,December,Females,30-34 years,B Property and deception offences,"1,686"
2013,December,Females,30-34 years,C Drug offences,310
2013,December,Females,30-34 years,D Public order and security offences,375
2013,December,Females,30-34 years,E Justice procedures offences,362
2013,December,Females,30-34 years,F Other offences,10
2013,December,Females,35-39 years,A Crimes against the person,753
2013,December,Females,35-39 years,B Property and deception offences,"1,370"
2013,December,Females,35-39 years,C Drug offences,199
2013,December,Females,35-39 years,D Public order and security offences,341
2013,December,Females,35-39 years,E Justice procedures offences,310
2013,December,Females,35-39 years,F Other offences,15
2013,December,Females,40-44 years,A Crimes against the person,752
2013,December,Females,40-44 years,B Property and deception offences,"1,026"
2013,December,Females,40-44 years,C Drug offences,180
2013,December,Females,40-44 years,D Public order and security offences,273
2013,December,Females,40-44 years,E Justice procedures offences,295
2013,December,Females,40-44 years,F Other offences,14
2013,December,Females,45-49 years,A Crimes against the person,426
2013,December,Females,45-49 years,B Property and deception offences,751
2013,December,Females,45-49 years,C Drug offences,103
2013,December,Females,45-49 years,D Public order and security offences,210
2013,December,Females,45-49 years,E Justice procedures offences,155
2013,December,Females,45-49 years,F Other offences,9
2013,December,Females,50-54 years,A Crimes against the person,259
2013,December,Females,50-54 years,B Property and deception offences,496
2013,December,Females,50-54 years,C Drug offences,77
2013,December,Females,50-54 years,D Public order and security offences,97
2013,December,Females,50-54 years,E Justice procedures offences,78
2013,December,Females,50-54 years,F Other offences,5
2013,December,Females,55-59 years,A Crimes against the person,114
2013,December,Females,55-59 years,B Property and deception offences,310
2013,December,Females,55-59 years,C Drug offences,31
2013,December,Females,55-59 years,D Public order and security offences,56
2013,December,Females,55-59 years,E Justice procedures offences,46
2013,December,Females,55-59 years,F Other offences,2
2013,December,Females,60-64 years,A Crimes against the person,76
2013,December,Females,60-64 years,B Property and deception offences,178
2013,December,Females,60-64 years,C Drug offences,6
2013,December,Females,60-64 years,D Public order and security offences,17
2013,December,Females,60-64 years,E Justice procedures offences,21
2013,December,Females,65 years and over,A Crimes against the person,69
2013,December,Females,65 years and over,B Property and deception offences,302
2013,December,Females,65 years and over,C Drug offences,5
2013,December,Females,65 years and over,D Public order and security offences,25
2013,December,Females,65 years and over,E Justice procedures offences,25
2013,December,Females,65 years and over,F Other offences,2
2013,December,Males,10-14 years,A Crimes against the person,871
2013,December,Males,10-14 years,B Property and deception offences,"2,571"
2013,December,Males,10-14 years,C Drug offences,72
2013,December,Males,10-14 years,D Public order and security offences,179
2013,December,Males,10-14 years,E Justice procedures offences,53
2013,December,Males,10-14 years,F Other offences,54
2013,December,Males,15-17 years,A Crimes against the person,"2,460"
2013,December,Males,15-17 years,B Property and deception offences,"6,373"
2013,December,Males,15-17 years,C Drug offences,456
2013,December,Males,15-17 years,D Public order and security offences,792
2013,December,Males,15-17 years,E Justice procedures offences,248
2013,December,Males,15-17 years,F Other offences,97
2013,December,Males,18-19 years,A Crimes against the person,"2,224"
2013,December,Males,18-19 years,B Property and deception offences,"3,506"
2013,December,Males,18-19 years,C Drug offences,"1,069"
2013,December,Males,18-19 years,D Public order and security offences,"1,803"
2013,December,Males,18-19 years,E Justice procedures offences,392
2013,December,Males,18-19 years,F Other offences,41
2013,December,Males,20-24 years,A Crimes against the person,"5,018"
2013,December,Males,20-24 years,B Property and deception offences,"6,664"
2013,December,Males,20-24 years,C Drug offences,"2,542"
2013,December,Males,20-24 years,D Public order and security offences,"4,981"
2013,December,Males,20-24 years,E Justice procedures offences,"1,479"
2013,December,Males,20-24 years,F Other offences,38
2013,December,Males,25-29 years,A Crimes against the person,"4,441"
2013,December,Males,25-29 years,B Property and deception offences,"5,260"
2013,December,Males,25-29 years,C Drug offences,"1,683"
2013,December,Males,25-29 years,D Public order and security offences,"3,830"
2013,December,Males,25-29 years,E Justice procedures offences,"1,569"
2013,December,Males,25-29 years,F Other offences,52
2013,December,Males,30-34 years,A Crimes against the person,"4,032"
2013,December,Males,30-34 years,B Property and deception offences,"4,934"
2013,December,Males,30-34 years,C Drug offences,"1,324"
2013,December,Males,30-34 years,D Public order and security offences,"2,765"
2013,December,Males,30-34 years,E Justice procedures offences,"1,508"
2013,December,Males,30-34 years,F Other offences,47
2013,December,Males,35-39 years,A Crimes against the person,"3,665"
2013,December,Males,35-39 years,B Property and deception offences,"3,806"
2013,December,Males,35-39 years,C Drug offences,974
2013,December,Males,35-39 years,D Public order and security offences,"2,093"
2013,December,Males,35-39 years,E Justice procedures offences,"1,419"
2013,December,Males,35-39 years,F Other offences,38
2013,December,Males,40-44 years,A Crimes against the person,"3,271"
2013,December,Males,40-44 years,B Property and deception offences,"3,001"
2013,December,Males,40-44 years,C Drug offences,735
2013,December,Males,40-44 years,D Public order and security offences,"1,800"
2013,December,Males,40-44 years,E Justice procedures offences,"1,242"
2013,December,Males,40-44 years,F Other offences,45
2013,December,Males,45-49 years,A Crimes against the person,"2,145"
2013,December,Males,45-49 years,B Property and deception offences,"1,493"
2013,December,Males,45-49 years,C Drug offences,427
2013,December,Males,45-49 years,D Public order and security offences,"1,255"
2013,December,Males,45-49 years,E Justice procedures offences,810
2013,December,Males,45-49 years,F Other offences,21
2013,December,Males,50-54 years,A Crimes against the person,"1,317"
2013,December,Males,50-54 years,B Property and deception offences,769
2013,December,Males,50-54 years,C Drug offences,254
2013,December,Males,50-54 years,D Public order and security offences,747
2013,December,Males,50-54 years,E Justice procedures offences,463
2013,December,Males,50-54 years,F Other offences,27
2013,December,Males,55-59 years,A Crimes against the person,737
2013,December,Males,55-59 years,B Property and deception offences,429
2013,December,Males,55-59 years,C Drug offences,137
2013,December,Males,55-59 years,D Public order and security offences,433
2013,December,Males,55-59 years,E Justice procedures offences,236
2013,December,Males,55-59 years,F Other offences,19
2013,December,Males,60-64 years,A Crimes against the person,504
2013,December,Males,60-64 years,B Property and deception offences,258
2013,December,Males,60-64 years,C Drug offences,60
2013,December,Males,60-64 years,D Public order and security offences,210
2013,December,Males,60-64 years,E Justice procedures offences,161
2013,December,Males,60-64 years,F Other offences,9
2013,December,Males,65 years and over,A Crimes against the person,660
2013,December,Males,65 years and over,B Property and deception offences,412
2013,December,Males,65 years and over,C Drug offences,33
2013,December,Males,65 years and over,D Public order and security offences,168
2013,December,Males,65 years and over,E Justice procedures offences,151
2013,December,Males,65 years and over,F Other offences,13
2012,December,Females,10-14 years,A Crimes against the person,370
2012,December,Females,10-14 years,B Property and deception offences,955
2012,December,Females,10-14 years,C Drug offences,20
2012,December,Females,10-14 years,D Public order and security offences,36
2012,December,Females,10-14 years,E Justice procedures offences,35
2012,December,Females,10-14 years,F Other offences,17
2012,December,Females,15-17 years,A Crimes against the person,851
2012,December,Females,15-17 years,B Property and deception offences,"1,746"
2012,December,Females,15-17 years,C Drug offences,88
2012,December,Females,15-17 years,D Public order and security offences,140
2012,December,Females,15-17 years,E Justice procedures offences,113
2012,December,Females,15-17 years,F Other offences,23
2012,December,Females,18-19 years,A Crimes against the person,382
2012,December,Females,18-19 years,B Property and deception offences,774
2012,December,Females,18-19 years,C Drug offences,138
2012,December,Females,18-19 years,D Public order and security offences,257
2012,December,Females,18-19 years,E Justice procedures offences,110
2012,December,Females,18-19 years,F Other offences,4
2012,December,Females,20-24 years,A Crimes against the person,862
2012,December,Females,20-24 years,B Property and deception offences,"1,665"
2012,December,Females,20-24 years,C Drug offences,431
2012,December,Females,20-24 years,D Public order and security offences,473
2012,December,Females,20-24 years,E Justice procedures offences,331
2012,December,Females,20-24 years,F Other offences,14
2012,December,Females,25-29 years,A Crimes against the person,680
2012,December,Females,25-29 years,B Property and deception offences,"1,500"
2012,December,Females,25-29 years,C Drug offences,328
2012,December,Females,25-29 years,D Public order and security offences,458
2012,December,Females,25-29 years,E Justice procedures offences,281
2012,December,Females,25-29 years,F Other offences,17
2012,December,Females,30-34 years,A Crimes against the person,677
2012,December,Females,30-34 years,B Property and deception offences,"1,328"
2012,December,Females,30-34 years,C Drug offences,257
2012,December,Females,30-34 years,D Public order and security offences,376
2012,December,Females,30-34 years,E Justice procedures offences,279
2012,December,Females,30-34 years,F Other offences,8
2012,December,Females,35-39 years,A Crimes against the person,657
2012,December,Females,35-39 years,B Property and deception offences,"1,053"
2012,December,Females,35-39 years,C Drug offences,216
2012,December,Females,35-39 years,D Public order and security offences,332
2012,December,Females,35-39 years,E Justice procedures offences,284
2012,December,Females,35-39 years,F Other offences,20
2012,December,Females,40-44 years,A Crimes against the person,609
2012,December,Females,40-44 years,B Property and deception offences,951
2012,December,Females,40-44 years,C Drug offences,148
2012,December,Females,40-44 years,D Public order and security offences,300
2012,December,Females,40-44 years,E Justice procedures offences,229
2012,December,Females,40-44 years,F Other offences,13
2012,December,Females,45-49 years,A Crimes against the person,378
2012,December,Females,45-49 years,B Property and deception offences,539
2012,December,Females,45-49 years,C Drug offences,114
2012,December,Females,45-49 years,D Public order and security offences,203
2012,December,Females,45-49 years,E Justice procedures offences,160
2012,December,Females,45-49 years,F Other offences,8
2012,December,Females,50-54 years,A Crimes against the person,193
2012,December,Females,50-54 years,B Property and deception offences,392
2012,December,Females,50-54 years,C Drug offences,64
2012,December,Females,50-54 years,D Public order and security offences,72
2012,December,Females,50-54 years,E Justice procedures offences,87
2012,December,Females,50-54 years,F Other offences,7
2012,December,Females,55-59 years,A Crimes against the person,94
2012,December,Females,55-59 years,B Property and deception offences,238
2012,December,Females,55-59 years,C Drug offences,27
2012,December,Females,55-59 years,D Public order and security offences,24
2012,December,Females,55-59 years,E Justice procedures offences,44
2012,December,Females,55-59 years,F Other offences,2
2012,December,Females,60-64 years,A Crimes against the person,63
2012,December,Females,60-64 years,B Property and deception offences,165
2012,December,Females,60-64 years,C Drug offences,14
2012,December,Females,60-64 years,D Public order and security offences,22
2012,December,Females,60-64 years,E Justice procedures offences,9
2012,December,Females,60-64 years,F Other offences,2
2012,December,Females,65 years and over,A Crimes against the person,38
2012,December,Females,65 years and over,B Property and deception offences,241
2012,December,Females,65 years and over,C Drug offences,7
2012,December,Females,65 years and over,D Public order and security offences,11
2012,December,Females,65 years and over,E Justice procedures offences,21
2012,December,Males,10-14 years,A Crimes against the person,907
2012,December,Males,10-14 years,B Property and deception offences,"2,788"
2012,December,Males,10-14 years,C Drug offences,74
2012,December,Males,10-14 years,D Public order and security offences,260
2012,December,Males,10-14 years,E Justice procedures offences,59
2012,December,Males,10-14 years,F Other offences,63
2012,December,Males,15-17 years,A Crimes against the person,"2,550"
2012,December,Males,15-17 years,B Property and deception offences,"6,218"
2012,December,Males,15-17 years,C Drug offences,383
2012,December,Males,15-17 years,D Public order and security offences,823
2012,December,Males,15-17 years,E Justice procedures offences,256
2012,December,Males,15-17 years,F Other offences,155
2012,December,Males,18-19 years,A Crimes against the person,"2,227"
2012,December,Males,18-19 years,B Property and deception offences,"3,665"
2012,December,Males,18-19 years,C Drug offences,889
2012,December,Males,18-19 years,D Public order and security offences,"2,288"
2012,December,Males,18-19 years,E Justice procedures offences,410
2012,December,Males,18-19 years,F Other offences,24
2012,December,Males,20-24 years,A Crimes against the person,"4,784"
2012,December,Males,20-24 years,B Property and deception offences,"6,762"
2012,December,Males,20-24 years,C Drug offences,"2,284"
2012,December,Males,20-24 years,D Public order and security offences,"5,298"
2012,December,Males,20-24 years,E Justice procedures offences,"1,362"
2012,December,Males,20-24 years,F Other offences,67
2012,December,Males,25-29 years,A Crimes against the person,"3,861"
2012,December,Males,25-29 years,B Property and deception offences,"4,914"
2012,December,Males,25-29 years,C Drug offences,"1,526"
2012,December,Males,25-29 years,D Public order and security offences,"3,982"
2012,December,Males,25-29 years,E Justice procedures offences,"1,257"
2012,December,Males,25-29 years,F Other offences,53
2012,December,Males,30-34 years,A Crimes against the person,"3,370"
2012,December,Males,30-34 years,B Property and deception offences,"4,460"
2012,December,Males,30-34 years,C Drug offences,"1,166"
2012,December,Males,30-34 years,D Public order and security offences,"2,769"
2012,December,Males,30-34 years,E Justice procedures offences,"1,226"
2012,December,Males,30-34 years,F Other offences,51
2012,December,Males,35-39 years,A Crimes against the person,"3,103"
2012,December,Males,35-39 years,B Property and deception offences,"3,649"
2012,December,Males,35-39 years,C Drug offences,902
2012,December,Males,35-39 years,D Public order and security offences,"2,055"
2012,December,Males,35-39 years,E Justice procedures offences,"1,143"
2012,December,Males,35-39 years,F Other offences,62
2012,December,Males,40-44 years,A Crimes against the person,"2,876"
2012,December,Males,40-44 years,B Property and deception offences,"2,423"
2012,December,Males,40-44 years,C Drug offences,685
2012,December,Males,40-44 years,D Public order and security offences,"1,697"
2012,December,Males,40-44 years,E Justice procedures offences,"1,063"
2012,December,Males,40-44 years,F Other offences,60
2012,December,Males,45-49 years,A Crimes against the person,"1,770"
2012,December,Males,45-49 years,B Property and deception offences,"1,313"
2012,December,Males,45-49 years,C Drug offences,426
2012,December,Males,45-49 years,D Public order and security offences,976
2012,December,Males,45-49 years,E Justice procedures offences,609
2012,December,Males,45-49 years,F Other offences,39
2012,December,Males,50-54 years,A Crimes against the person,"1,112"
2012,December,Males,50-54 years,B Property and deception offences,704
2012,December,Males,50-54 years,C Drug offences,232
2012,December,Males,50-54 years,D Public order and security offences,634
2012,December,Males,50-54 years,E Justice procedures offences,415
2012,December,Males,50-54 years,F Other offences,34
2012,December,Males,55-59 years,A Crimes against the person,638
2012,December,Males,55-59 years,B Property and deception offences,457
2012,December,Males,55-59 years,C Drug offences,125
2012,December,Males,55-59 years,D Public order and security offences,425
2012,December,Males,55-59 years,E Justice procedures offences,186
2012,December,Males,55-59 years,F Other offences,27
2012,December,Males,60-64 years,A Crimes against the person,373
2012,December,Males,60-64 years,B Property and deception offences,241
2012,December,Males,60-64 years,C Drug offences,46
2012,December,Males,60-64 years,D Public order and security offences,173
2012,December,Males,60-64 years,E Justice procedures offences,120
2012,December,Males,60-64 years,F Other offences,18
2012,December,Males,65 years and over,A Crimes against the person,543
2012,December,Males,65 years and over,B Property and deception offences,321
2012,December,Males,65 years and over,C Drug offences,31
2012,December,Males,65 years and over,D Public order and security offences,165
2012,December,Males,65 years and over,E Justice procedures offences,123
2012,December,Males,65 years and over,F Other offences,8
